t,theta1,omega1,theta2,omega2,E1,E2,ET
3.72,1.10945,-1.6118,1.25661,-1.55858,178.403,183.382,361.785
3.73,1.09325,-1.62901,1.24093,-1.57668,179.695,184.681,364.375
3.74,1.07687,-1.64616,1.22508,-1.59475,181.005,185.999,367.003
3.75,1.06033,-1.66327,1.20904,-1.61279,182.333,187.335,369.668
3.76,1.04361,-1.68031,1.19282,-1.6308,183.679,188.691,372.369
3.77,1.02672,-1.69731,1.17642,-1.64877,185.042,190.066,375.108
3.78,1.00966,-1.71423,1.15985,-1.66671,186.424,191.46,377.883
3.79,0.992437,-1.73109,1.14309,-1.68461,187.823,192.873,380.696
3.8,0.975042,-1.74789,1.12615,-1.70246,189.241,194.305,383.545
3.81,0.957479,-1.76461,1.10904,-1.72026,190.676,195.756,386.431
3.82,0.93975,-1.78125,1.09175,-1.738,192.129,197.225,389.353
3.83,0.921855,-1.79781,1.07428,-1.75569,193.599,198.714,392.313
3.84,0.903794,-1.81428,1.05663,-1.77332,195.087,200.222,395.308
3.85,0.885569,-1.83067,1.03881,-1.79088,196.593,201.748,398.34
3.86,0.867181,-1.84696,1.02082,-1.80838,198.116,203.293,401.409
3.87,0.848631,-1.86315,1.00265,-1.8258,199.657,204.857,404.513
3.88,0.829919,-1.87924,0.984301,-1.84314,201.215,206.439,407.653
3.89,0.811046,-1.89523,0.965784,-1.8604,202.79,208.04,410.83
3.9,0.792014,-1.91111,0.947094,-1.87757,204.383,209.66,414.042
3.91,0.772824,-1.92688,0.928232,-1.89466,205.992,211.297,417.289
3.92,0.753477,-1.94253,0.909201,-1.91165,207.619,212.953,420.572
3.93,0.733974,-1.95805,0.89,-1.92854,209.263,214.628,423.89
3.94,0.714316,-1.97346,0.87063,-1.94533,210.923,216.32,427.242
3.95,0.694505,-1.98873,0.851094,-1.96201,212.6,218.03,430.63
3.96,0.674542,-2.00387,0.831391,-1.97858,214.294,219.759,434.052
3.97,0.654428,-2.01887,0.811523,-1.99503,216.005,221.505,437.508
3.98,0.634165,-2.03373,0.79149,-2.01136,217.731,223.268,440.999
3.99,0.613754,-2.04845,0.771296,-2.02757,219.474,225.049,444.523
4,0.593197,-2.06302,0.750939,-2.04365,221.234,226.848,448.081
4.01,0.572494,-2.07743,0.730423,-2.05959,223.009,228.664,451.672
4.02,0.551649,-2.09169,0.709748,-2.0754,224.8,230.497,455.297
4.03,0.530661,-2.10579,0.688916,-2.09107,226.607,232.347,458.954
4.04,0.509533,-2.11972,0.667927,-2.10659,228.43,234.214,462.644
4.05,0.488267,-2.13349,0.646784,-2.12195,230.268,236.098,466.365
4.06,0.466864,-2.14709,0.625489,-2.13717,232.122,237.998,470.119
4.07,0.445326,-2.16051,0.604042,-2.15222,233.991,239.915,473.905
4.08,0.423655,-2.17375,0.582445,-2.16711,235.874,241.847,477.721
4.09,0.401852,-2.18681,0.5607,-2.18183,237.773,243.796,481.569
4.1,0.379919,-2.19968,0.538809,-2.19638,239.687,245.761,485.447
4.11,0.357859,-2.21237,0.516773,-2.21076,241.615,247.742,489.356
4.12,0.335672,-2.22487,0.494594,-2.22496,243.557,249.738,493.294
4.13,0.313362,-2.23717,0.472274,-2.23897,245.514,251.749,497.262
4.14,0.29093,-2.24928,0.449815,-2.25279,247.485,253.776,501.26
4.15,0.268377,-2.26118,0.427219,-2.26643,249.469,255.817,505.286
4.16,0.245707,-2.27288,0.404487,-2.27987,251.468,257.873,509.341
4.17,0.22292,-2.28438,0.381622,-2.29311,253.48,259.944,513.423
4.18,0.20002,-2.29567,0.358626,-2.30615,255.505,262.03,517.534
4.19,0.177008,-2.30675,0.3355,-2.31898,257.544,264.129,521.672
4.2,0.153886,-2.31761,0.312247,-2.33161,259.595,266.242,525.837
4.21,0.130656,-2.32826,0.288869,-2.34402,261.659,268.369,530.028
4.22,0.107321,-2.3387,0.265367,-2.35622,263.736,270.51,534.245
4.23,0.0838827,-2.34892,0.241745,-2.36821,265.825,272.664,538.489
4.24,0.0603434,-2.35891,0.218004,-2.37997,267.927,274.831,542.757
4.25,0.0367052,-2.36869,0.194146,-2.39151,270.04,277.011,547.05
4.26,0.0129704,-2.37824,0.170174,-2.40283,272.165,279.203,551.368
4.27,-0.0108589,-2.38757,0.14609,-2.41392,274.302,281.408,555.71
4.28,-0.0347802,-2.39667,0.121897,-2.42477,276.45,283.625,560.075
4.29,-0.0587915,-2.40555,0.0975957,-2.4354,278.609,285.854,564.463
4.3,-0.0828904,-2.4142,0.0731896,-2.44579,280.779,288.095,568.874
4.31,-0.107075,-2.42262,0.0486807,-2.45595,282.96,290.347,573.307
4.32,-0.131342,-2.43081,0.0240714,-2.46587,285.151,292.611,577.761
4.33,-0.15569,-2.43878,-0.000635954,-2.47555,287.353,294.885,582.237
4.34,-0.180117,-2.44652,-0.0254389,-2.485,289.565,297.17,586.734
4.35,-0.20462,-2.45403,-0.0503351,-2.4942,291.786,299.466,591.251
4.36,-0.229197,-2.46131,-0.0753221,-2.50316,294.017,301.771,595.788
4.37,-0.253845,-2.46836,-0.100397,-2.51188,296.258,304.087,600.344
4.38,-0.278563,-2.47519,-0.125559,-2.52035,298.508,306.412,604.919
4.39,-0.303348,-2.48179,-0.150804,-2.52859,300.766,308.747,609.513
4.4,-0.328198,-2.48816,-0.17613,-2.53658,303.033,311.091,614.124
4.41,-0.353111,-2.49432,-0.201534,-2.54433,305.309,313.444,618.753
4.42,-0.378084,-2.50024,-0.227015,-2.55183,307.593,315.806,623.399
4.43,-0.403115,-2.50595,-0.25257,-2.55909,309.885,318.176,628.061
4.44,-0.428202,-2.51144,-0.278197,-2.56611,312.185,320.555,632.739
4.45,-0.453343,-2.51671,-0.303892,-2.57289,314.493,322.941,637.433
4.46,-0.478535,-2.52177,-0.329654,-2.57944,316.807,325.335,642.142
4.47,-0.503777,-2.52661,-0.35548,-2.58574,319.129,327.736,646.865
4.48,-0.529067,-2.53124,-0.381368,-2.5918,321.458,330.145,651.602
4.49,-0.554402,-2.53566,-0.407315,-2.59764,323.793,332.56,656.352
4.5,-0.579779,-2.53988,-0.43332,-2.60323,326.134,334.982,661.116
4.51,-0.605198,-2.54389,-0.459379,-2.6086,328.482,337.41,665.892
4.52,-0.630656,-2.5477,-0.485491,-2.61374,330.836,339.845,670.68
4.53,-0.656152,-2.55132,-0.511653,-2.61865,333.195,342.285,675.48
4.54,-0.681682,-2.55474,-0.537863,-2.62333,335.56,344.731,680.29
4.55,-0.707246,-2.55798,-0.564119,-2.6278,337.93,347.182,685.112
4.56,-0.732841,-2.56102,-0.590418,-2.63205,340.305,349.638,689.943
4.57,-0.758466,-2.56389,-0.616759,-2.63608,342.685,352.1,694.784
4.58,-0.784118,-2.56658,-0.643139,-2.6399,345.069,354.565,699.634
4.59,-0.809797,-2.56909,-0.669556,-2.64352,347.458,357.035,704.492
4.6,-0.8355,-2.57143,-0.696009,-2.64693,349.85,359.509,709.359
4.61,-0.861225,-2.57361,-0.722494,-2.65013,352.247,361.987,714.233
4.62,-0.886971,-2.57563,-0.749011,-2.65315,354.647,364.468,719.114
4.63,-0.912737,-2.57749,-0.775557,-2.65597,357.05,366.953,724.002
4.64,-0.938521,-2.5792,-0.80213,-2.6586,359.457,369.441,728.897
4.65,-0.964321,-2.58076,-0.828728,-2.66105,361.866,371.931,733.797
4.66,-0.990135,-2.58218,-0.85535,-2.66332,364.278,374.424,738.702
4.67,-1.01596,-2.58347,-0.881994,-2.66542,366.693,376.92,743.612
4.68,-1.0418,-2.58462,-0.908658,-2.66735,369.11,379.417,748.526
4.69,-1.06766,-2.58564,-0.93534,-2.66911,371.529,381.916,753.445
4.7,-1.09352,-2.58655,-0.962039,-2.67072,373.95,384.417,758.366
4.71,-1.11939,-2.58734,-0.988754,-2.67217,376.372,386.92,763.291
4.72,-1.14526,-2.58802,-1.01548,-2.67348,378.796,389.423,768.218
4.73,-1.17115,-2.58859,-1.04222,-2.67464,381.221,391.927,773.148
4.74,-1.19703,-2.58907,-1.06897,-2.67567,383.647,394.432,778.079
4.75,-1.22293,-2.58945,-1.09574,-2.67657,386.074,396.938,783.011
4.76,-1.24882,-2.58975,-1.12251,-2.67734,388.501,399.443,787.944
4.77,-1.27472,-2.58996,-1.14928,-2.678,390.929,401.949,792.878
4.78,-1.30062,-2.5901,-1.17607,-2.67854,393.357,404.455,797.811
4.79,-1.32652,-2.59017,-1.20285,-2.67898,395.785,406.96,802.745
4.8,-1.35243,-2.59018,-1.22964,-2.67931,398.213,409.464,807.677
4.81,-1.37833,-2.59013,-1.25644,-2.67956,400.64,411.968,812.608
4.82,-1.40423,-2.59002,-1.28324,-2.67971,403.067,414.47,817.537
4.83,-1.43013,-2.58988,-1.31003,-2.67978,405.493,416.972,822.465
4.84,-1.45603,-2.58969,-1.33683,-2.67978,407.918,419.472,827.39
4.85,-1.48192,-2.58947,-1.36363,-2.67971,410.342,421.97,832.312
4.86,-1.50781,-2.58922,-1.39043,-2.67958,412.765,424.466,837.231
4.87,-1.53371,-2.58895,-1.41722,-2.67939,415.186,426.961,842.147
4.88,-1.55959,-2.58866,-1.44401,-2.67916,417.606,429.453,847.059
4.89,-1.58548,-2.58837,-1.4708,-2.67888,420.024,431.943,851.966
4.9,-1.61136,-2.58807,-1.49759,-2.67856,422.439,434.43,856.869
4.91,-1.63724,-2.58778,-1.52437,-2.67822,424.853,436.915,861.767
4.92,-1.66312,-2.58749,-1.55115,-2.67785,427.264,439.396,866.66
4.93,-1.68899,-2.58722,-1.57793,-2.67747,429.673,441.874,871.547
4.94,-1.71486,-2.58697,-1.6047,-2.67708,432.079,444.35,876.429
4.95,-1.74073,-2.58675,-1.63147,-2.67669,434.483,446.821,881.304
4.96,-1.7666,-2.58656,-1.65824,-2.6763,436.883,449.289,886.173
4.97,-1.79246,-2.58641,-1.685,-2.67592,439.281,451.754,891.034
4.98,-1.81832,-2.5863,-1.71176,-2.67555,441.675,454.214,895.889
4.99,-1.84419,-2.58625,-1.73851,-2.67521,444.066,456.671,900.736
5,-1.87005,-2.58625,-1.76526,-2.6749,446.453,459.123,905.576
5.01,-1.89591,-2.58631,-1.79201,-2.67463,448.837,461.57,910.407
5.02,-1.92178,-2.58644,-1.81875,-2.67439,451.217,464.014,915.23
5.03,-1.94764,-2.58664,-1.8455,-2.67421,453.593,466.452,920.045
5.04,-1.97351,-2.58692,-1.87224,-2.67408,455.965,468.886,924.851
5.05,-1.99938,-2.58728,-1.89898,-2.67401,458.333,471.315,929.647
5.06,-2.02526,-2.58773,-1.92572,-2.67401,460.696,473.739,934.435
5.07,-2.05113,-2.58827,-1.95246,-2.67407,463.055,476.157,939.212
5.08,-2.07702,-2.58892,-1.9792,-2.67422,465.41,478.57,943.98
5.09,-2.10291,-2.58967,-2.00594,-2.67445,467.76,480.978,948.737
5.1,-2.12881,-2.59052,-2.03269,-2.67477,470.105,483.38,953.484
5.11,-2.15472,-2.59149,-2.05944,-2.67519,472.445,485.776,958.221
5.12,-2.18064,-2.59258,-2.08619,-2.67571,474.78,488.167,962.946
5.13,-2.20658,-2.5938,-2.11295,-2.67634,477.11,490.551,967.661
5.14,-2.23252,-2.59514,-2.13972,-2.67707,479.434,492.929,972.364
5.15,-2.25848,-2.59662,-2.1665,-2.67793,481.754,495.302,977.055
5.16,-2.28445,-2.59823,-2.19328,-2.6789,484.068,497.667,981.735
5.17,-2.31044,-2.59998,-2.22007,-2.68001,486.376,500.027,986.402
5.18,-2.33645,-2.60188,-2.24688,-2.68124,488.678,502.379,991.057
5.19,-2.36248,-2.60393,-2.2737,-2.68262,490.975,504.725,995.7
5.2,-2.38853,-2.60614,-2.30053,-2.68414,493.265,507.065,1000.33
5.21,-2.41461,-2.6085,-2.32738,-2.6858,495.55,509.397,1004.95
5.22,-2.4407,-2.61102,-2.35425,-2.68761,497.828,511.722,1009.55
5.23,-2.46683,-2.61371,-2.38114,-2.68958,500.1,514.04,1014.14
5.24,-2.49298,-2.61657,-2.40804,-2.69171,502.366,516.351,1018.72
5.25,-2.51916,-2.6196,-2.43497,-2.69401,504.625,518.654,1023.28
5.26,-2.54537,-2.6228,-2.46192,-2.69647,506.877,520.95,1027.83
5.27,-2.57162,-2.62619,-2.4889,-2.6991,509.123,523.238,1032.36
5.28,-2.5979,-2.62976,-2.5159,-2.70191,511.361,525.518,1036.88
5.29,-2.62421,-2.63351,-2.54294,-2.7049,513.593,527.791,1041.38
5.3,-2.65057,-2.63745,-2.57,-2.70807,515.817,530.056,1045.87
5.31,-2.67696,-2.64158,-2.5971,-2.71143,518.035,532.312,1050.35
5.32,-2.7034,-2.6459,-2.62423,-2.71498,520.245,534.56,1054.8
5.33,-2.72988,-2.65042,-2.6514,-2.71871,522.447,536.8,1059.25
5.34,-2.75641,-2.65514,-2.67861,-2.72265,524.642,539.031,1063.67
5.35,-2.78298,-2.66005,-2.70585,-2.72678,526.828,541.254,1068.08
5.36,-2.80961,-2.66517,-2.73314,-2.73111,529.007,543.467,1072.47
5.37,-2.83629,-2.6705,-2.76048,-2.73565,531.178,545.672,1076.85
5.38,-2.86302,-2.67602,-2.78786,-2.74039,533.341,547.868,1081.21
5.39,-2.88981,-2.68176,-2.81529,-2.74534,535.495,550.055,1085.55
5.4,-2.91666,-2.6877,-2.84276,-2.7505,537.641,552.232,1089.87
5.41,-2.94356,-2.69386,-2.8703,-2.75587,539.778,554.4,1094.18
5.42,-2.97053,-2.70022,-2.89788,-2.76145,541.906,556.558,1098.46
5.43,-2.99757,-2.7068,-2.92553,-2.76725,544.025,558.707,1102.73
5.44,-3.02467,-2.71359,-2.95323,-2.77326,546.135,560.845,1106.98
5.45,-3.05184,-2.72059,-2.98099,-2.77949,548.235,562.973,1111.21
5.46,-3.07908,-2.7278,-3.00882,-2.78594,550.326,565.091,1115.42
5.47,-3.1064,-2.73523,-3.03671,-2.7926,552.408,567.199,1119.61
5.48,-3.13379,-2.74288,-3.06467,-2.79949,554.479,569.296,1123.77
5.49,-3.16126,-2.75073,-3.0927,-2.80659,556.54,571.382,1127.92
5.5,-3.1888,-2.7588,-3.1208,-2.81392,558.591,573.456,1132.05
5.51,-3.21643,-2.76709,-3.14898,-2.82146,560.632,575.52,1136.15
5.52,-3.24415,-2.77558,-3.17723,-2.82922,562.662,577.572,1140.23
5.53,-3.27195,-2.78429,-3.20557,-2.83721,564.681,579.613,1144.29
5.54,-3.29983,-2.79321,-3.23398,-2.84541,566.688,581.642,1148.33
5.55,-3.32781,-2.80234,-3.26248,-2.85382,568.684,583.658,1152.34
5.56,-3.35588,-2.81167,-3.29106,-2.86246,570.669,585.663,1156.33
5.57,-3.38404,-2.82122,-3.31973,-2.87131,572.642,587.654,1160.3
5.58,-3.41231,-2.83096,-3.34848,-2.88037,574.602,589.633,1164.24
5.59,-3.44066,-2.84091,-3.37733,-2.88965,576.551,591.599,1168.15
5.6,-3.46912,-2.85106,-3.40628,-2.89913,578.486,593.552,1172.04
5.61,-3.49769,-2.86141,-3.43532,-2.90883,580.409,595.491,1175.9
5.62,-3.52635,-2.87195,-3.46445,-2.91873,582.319,597.416,1179.73
5.63,-3.55513,-2.88268,-3.49369,-2.92883,584.215,599.328,1183.54
5.64,-3.58401,-2.89361,-3.52303,-2.93914,586.097,601.224,1187.32
5.65,-3.613,-2.90471,-3.55248,-2.94964,587.965,603.107,1191.07
5.66,-3.6421,-2.916,-3.58203,-2.96033,589.819,604.974,1194.79
5.67,-3.67132,-2.92747,-3.61168,-2.97122,591.659,606.826,1198.48
5.68,-3.70065,-2.93911,-3.64145,-2.98229,593.483,608.663,1202.15
5.69,-3.7301,-2.95092,-3.67133,-2.99355,595.292,610.483,1205.78
5.7,-3.75967,-2.9629,-3.70132,-3.00498,597.085,612.288,1209.37
5.71,-3.78936,-2.97503,-3.73143,-3.01659,598.863,614.076,1212.94
5.72,-3.81917,-2.98733,-3.76165,-3.02836,600.624,615.847,1216.47
5.73,-3.84911,-2.99977,-3.792,-3.0403,602.368,617.601,1219.97
5.74,-3.87917,-3.01235,-3.82246,-3.0524,604.096,619.338,1223.43
5.75,-3.90936,-3.02507,-3.85305,-3.06465,605.806,621.056,1226.86
5.76,-3.93967,-3.03793,-3.88375,-3.07705,607.499,622.757,1230.26
5.77,-3.97011,-3.05091,-3.91459,-3.08959,609.173,624.439,1233.61
5.78,-4.00069,-3.06401,-3.94555,-3.10227,610.829,626.102,1236.93
5.79,-4.03139,-3.07722,-3.97663,-3.11507,612.466,627.746,1240.21
5.8,-4.06223,-3.09054,-4.00785,-3.12799,614.084,629.37,1243.45
5.81,-4.09321,-3.10395,-4.03919,-3.14103,615.682,630.973,1246.66
5.82,-4.12431,-3.11745,-4.07067,-3.15417,617.261,632.557,1249.82
5.83,-4.15555,-3.13104,-4.10228,-3.16741,618.818,634.12,1252.94
5.84,-4.18693,-3.1447,-4.13402,-3.18074,620.356,635.661,1256.02
5.85,-4.21845,-3.15843,-4.16589,-3.19416,621.872,637.181,1259.05
5.86,-4.2501,-3.17221,-4.1979,-3.20764,623.366,638.678,1262.04
5.87,-4.28189,-3.18605,-4.23005,-3.2212,624.838,640.154,1264.99
5.88,-4.31382,-3.19992,-4.26233,-3.2348,626.289,641.606,1267.89
5.89,-4.34589,-3.21382,-4.29474,-3.24846,627.716,643.035,1270.75
5.9,-4.3781,-3.22774,-4.32729,-3.26215,629.12,644.441,1273.56
5.91,-4.41045,-3.24167,-4.35998,-3.27587,630.5,645.823,1276.32
5.92,-4.44293,-3.25561,-4.39281,-3.28961,631.857,647.18,1279.04
5.93,-4.47556,-3.26953,-4.42578,-3.30335,633.189,648.512,1281.7
5.94,-4.50832,-3.28343,-4.45888,-3.31709,634.496,649.819,1284.31
5.95,-4.54123,-3.29731,-4.49212,-3.33081,635.778,651.1,1286.88
5.96,-4.57427,-3.31114,-4.5255,-3.34452,637.034,652.356,1289.39
5.97,-4.60745,-3.32492,-4.55901,-3.35818,638.265,653.584,1291.85
5.98,-4.64077,-3.33863,-4.59266,-3.3718,639.468,654.786,1294.25
5.99,-4.67422,-3.35227,-4.62644,-3.38536,640.646,655.961,1296.61
6,-4.70781,-3.36583,-4.66037,-3.39885,641.796,657.108,1298.9
6.01,-4.74154,-3.37928,-4.69442,-3.41226,642.918,658.227,1301.15
6.02,-4.7754,-3.39263,-4.72861,-3.42557,644.012,659.318,1303.33
6.03,-4.80939,-3.40586,-4.76293,-3.43878,645.079,660.38,1305.46
6.04,-4.84352,-3.41895,-4.79739,-3.45187,646.116,661.413,1307.53
6.05,-4.87777,-3.4319,-4.83197,-3.46483,647.125,662.416,1309.54
6.06,-4.91215,-3.44469,-4.86668,-3.47765,648.104,663.39,1311.49
6.07,-4.94666,-3.45732,-4.90152,-3.49032,649.054,664.333,1313.39
6.08,-4.9813,-3.46976,-4.93649,-3.50282,649.973,665.246,1315.22
6.09,-5.01606,-3.48201,-4.97158,-3.51514,650.863,666.129,1316.99
6.1,-5.05094,-3.49406,-5.00679,-3.52727,651.722,666.98,1318.7
6.11,-5.08594,-3.50589,-5.04212,-3.5392,652.55,667.8,1320.35
6.12,-5.12106,-3.51749,-5.07757,-3.55091,653.346,668.588,1321.93
6.13,-5.15629,-3.52886,-5.11314,-3.5624,654.112,669.344,1323.46
6.14,-5.19163,-3.53997,-5.14882,-3.57364,654.846,670.068,1324.91
6.15,-5.22709,-3.55081,-5.18461,-3.58464,655.548,670.76,1326.31
6.16,-5.26265,-3.56139,-5.22051,-3.59537,656.218,671.419,1327.64
6.17,-5.29831,-3.57167,-5.25652,-3.60582,656.855,672.045,1328.9
6.18,-5.33408,-3.58166,-5.29263,-3.61599,657.461,672.638,1330.1
6.19,-5.36994,-3.59135,-5.32884,-3.62586,658.033,673.199,1331.23
6.2,-5.40591,-3.60071,-5.36514,-3.63542,658.573,673.725,1332.3
6.21,-5.44196,-3.60974,-5.40154,-3.64466,659.08,674.218,1333.3
6.22,-5.4781,-3.61844,-5.43804,-3.65357,659.554,674.678,1334.23
6.23,-5.51433,-3.62678,-5.47461,-3.66213,659.995,675.104,1335.1
6.24,-5.55063,-3.63477,-5.51128,-3.67035,660.403,675.496,1335.9
6.25,-5.58702,-3.64239,-5.54802,-3.67821,660.777,675.854,1336.63
6.26,-5.62348,-3.64964,-5.58484,-3.68569,661.118,676.179,1337.3
6.27,-5.66001,-3.65649,-5.62173,-3.69279,661.426,676.469,1337.89
6.28,-5.69661,-3.66296,-5.65869,-3.69951,661.7,676.725,1338.43
6.29,-5.73327,-3.66902,-5.69572,-3.70583,661.941,676.947,1338.89
6.3,-5.76999,-3.67468,-5.73281,-3.71174,662.149,677.136,1339.28
6.31,-5.80676,-3.67992,-5.76996,-3.71725,662.323,677.29,1339.61
6.32,-5.84358,-3.68474,-5.80715,-3.72233,662.464,677.411,1339.87
6.33,-5.88045,-3.68913,-5.8444,-3.72699,662.572,677.498,1340.07
6.34,-5.91737,-3.69309,-5.88169,-3.73121,662.647,677.551,1340.2
6.35,-5.95431,-3.69662,-5.91902,-3.735,662.689,677.57,1340.26
6.36,-5.9913,-3.6997,-5.95639,-3.73835,662.698,677.556,1340.25
6.37,-6.02831,-3.70233,-5.99379,-3.74125,662.675,677.509,1340.18
6.38,-6.06534,-3.70451,-6.03121,-3.7437,662.619,677.428,1340.05
6.39,-6.1024,-3.70625,-6.06866,-3.7457,662.53,677.315,1339.84
6.4,-6.13947,-3.70752,-6.10613,-3.74724,662.41,677.168,1339.58
6.41,-6.17654,-3.70834,-6.1436,-3.74832,662.257,676.99,1339.25
6.42,-6.21363,-3.70871,-6.18109,-3.74894,662.073,676.778,1338.85
6.43,-6.25072,-3.70861,-6.21858,-3.7491,661.858,676.535,1338.39
6.44,-6.2878,-3.70806,-6.25607,-3.74879,661.611,676.26,1337.87
6.45,-6.32488,-3.70705,-6.29356,-3.74803,661.333,675.953,1337.29
6.46,-6.36194,-3.70558,-6.33103,-3.7468,661.024,675.615,1336.64
6.47,-6.39899,-3.70366,-6.36849,-3.74511,660.686,675.246,1335.93
6.48,-6.43601,-3.70129,-6.40593,-3.74296,660.317,674.846,1335.16
6.49,-6.47301,-3.69846,-6.44335,-3.74036,659.918,674.416,1334.33
6.5,-6.50998,-3.69519,-6.48074,-3.7373,659.489,673.956,1333.45
6.51,-6.54691,-3.69148,-6.51809,-3.73379,659.032,673.466,1332.5
6.52,-6.58381,-3.68732,-6.55541,-3.72984,658.546,672.946,1331.49
6.53,-6.62066,-3.68273,-6.59269,-3.72544,658.031,672.398,1330.43
6.54,-6.65746,-3.67772,-6.62992,-3.72061,657.488,671.821,1329.31
6.55,-6.69421,-3.67228,-6.6671,-3.71534,656.917,671.215,1328.13
6.56,-6.73091,-3.66642,-6.70422,-3.70965,656.319,670.582,1326.9
6.57,-6.76754,-3.66015,-6.74129,-3.70354,655.694,669.921,1325.61
6.58,-6.80411,-3.65348,-6.77829,-3.69702,655.042,669.233,1324.27
6.59,-6.84061,-3.64642,-6.81523,-3.6901,654.364,668.518,1322.88
6.6,-6.87703,-3.63897,-6.85209,-3.68278,653.659,667.776,1321.44
6.61,-6.91339,-3.63114,-6.88888,-3.67507,652.93,667.009,1319.94
6.62,-6.94966,-3.62293,-6.92559,-3.66698,652.175,666.215,1318.39
6.63,-6.98584,-3.61437,-6.96222,-3.65852,651.395,665.397,1316.79
6.64,-7.02194,-3.60546,-6.99876,-3.6497,650.59,664.554,1315.14
6.65,-7.05795,-3.5962,-7.03521,-3.64053,649.762,663.686,1313.45
6.66,-7.09387,-3.58661,-7.07157,-3.63102,648.91,662.794,1311.7
6.67,-7.12968,-3.5767,-7.10783,-3.62118,648.034,661.878,1309.91
6.68,-7.1654,-3.56648,-7.144,-3.61101,647.136,660.939,1308.07
6.69,-7.20101,-3.55596,-7.18005,-3.60054,646.214,659.977,1306.19
6.7,-7.23652,-3.54515,-7.21601,-3.58977,645.271,658.992,1304.26
6.71,-7.27191,-3.53406,-7.25185,-3.57872,644.306,657.985,1302.29
6.72,-7.3072,-3.52271,-7.28758,-3.56738,643.319,656.957,1300.28
6.73,-7.34237,-3.5111,-7.32319,-3.55579,642.311,655.906,1298.22
6.74,-7.37742,-3.49925,-7.35869,-3.54394,641.282,654.835,1296.12
6.75,-7.41235,-3.48716,-7.39407,-3.53185,640.232,653.743,1293.97
6.76,-7.44716,-3.47485,-7.42933,-3.51953,639.163,652.63,1291.79
6.77,-7.48185,-3.46234,-7.46446,-3.507,638.073,651.497,1289.57
6.78,-7.51641,-3.44963,-7.49947,-3.49426,636.964,650.345,1287.31
6.79,-7.55084,-3.43673,-7.53435,-3.48133,635.835,649.173,1285.01
6.8,-7.58514,-3.42366,-7.5691,-3.46823,634.688,647.981,1282.67
6.81,-7.61931,-3.41043,-7.60371,-3.45495,633.522,646.771,1280.29
6.82,-7.65335,-3.39705,-7.63819,-3.44152,632.337,645.543,1277.88
6.83,-7.68725,-3.38353,-7.67254,-3.42794,631.135,644.296,1275.43
6.84,-7.72102,-3.36989,-7.70675,-3.41424,629.914,643.031,1272.94
6.85,-7.75465,-3.35613,-7.74083,-3.40041,628.676,641.748,1270.42
6.86,-7.78814,-3.34227,-7.77476,-3.38647,627.421,640.448,1267.87
6.87,-7.82149,-3.32832,-7.80855,-3.37244,626.149,639.13,1265.28
6.88,-7.85471,-3.31429,-7.84221,-3.35833,624.86,637.796,1262.66
6.89,-7.88778,-3.30019,-7.87572,-3.34414,623.554,636.445,1260
6.9,-7.92071,-3.28603,-7.90909,-3.32989,622.232,635.077,1257.31
6.91,-7.9535,-3.27182,-7.94232,-3.31559,620.893,633.693,1254.59
6.92,-7.98615,-3.25758,-7.9754,-3.30124,619.539,632.293,1251.83
6.93,-8.01865,-3.24331,-8.00834,-3.28687,618.169,630.878,1249.05
6.94,-8.05101,-3.22902,-8.04114,-3.27248,616.783,629.446,1246.23
6.95,-8.08323,-3.21473,-8.07379,-3.25809,615.382,627.999,1243.38
6.96,-8.11531,-3.20044,-8.1063,-3.24369,613.965,626.537,1240.5
6.97,-8.14724,-3.18617,-8.13867,-3.2293,612.533,625.059,1237.59
6.98,-8.17903,-3.17191,-8.17089,-3.21494,611.087,623.566,1234.65
6.99,-8.21068,-3.15769,-8.20297,-3.20061,609.625,622.059,1231.68
7,-8.24219,-3.14351,-8.2349,-3.18631,608.149,620.536,1228.69
7.01,-8.27355,-3.12937,-8.26669,-3.17206,606.659,618.999,1225.66
7.02,-8.30477,-3.1153,-8.29834,-3.15788,605.154,617.448,1222.6
7.03,-8.33586,-3.10129,-8.32985,-3.14375,603.634,615.882,1219.52
7.04,-8.3668,-3.08735,-8.36122,-3.1297,602.101,614.302,1216.4
7.05,-8.3976,-3.07349,-8.39244,-3.11573,600.553,612.707,1213.26
7.06,-8.42827,-3.05972,-8.42353,-3.10185,598.991,611.099,1210.09
